# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 17 13:39:03 2026
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%Transit%'
# CONSTRAINT:  and disc_year = 2026
# CONSTRAINT:  and soltype like '%confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-5349 b,TOI-5349,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SANDOVAL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...43S/abstract target=ref>Sandoval et al. 2026</a>,3.31792100000,0.0369000000,10.20000000,0.91000000,127.40000000,0.40000000,Mass,0.030000,44.5000,719.00,0,<a refstr=SANDOVAL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...43S/abstract target=ref>Sandoval et al. 2026</a>,M1+/-0.5,3751.00,0.580000,0.610000,0.5000,[Fe/H],4.720000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h30m51.02s,52.7125703,+20d52m46.66s,20.8796279,188.33600000,15.6850000,11.5140000,14.8907000,2026-01-15,2026-01,2026-01-15
TOI-5380 b,TOI-5380,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.77229247873,,3.48093238,0.31054852,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,6400.78,1.562100,,,,4.162000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h31m02.68s,112.7611492,+73d07m43.62s,73.1287844,286.78100000,10.6210000,9.4750000,10.4963000,2026-04-23,2026-03,2026-04-23
TOI-5422 b,TOI-5422,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ZHANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...62Z/abstract target=ref>Zhang et al. 2026</a>,5.37721900000,0.0619000000,9.10169233,0.81200000,8899.19539600,28.00000000,Mass,0.094000,580.0000,1369.00,0,<a refstr=ZHANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...62Z/abstract target=ref>Zhang et al. 2026</a>,,5820.00,1.474000,1.066000,-0.0120,[Fe/H],4.135000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m22.47s,86.8436173,+25d37m33.72s,25.6260342,346.14100000,11.4990000,10.1610000,11.7079000,2026-01-29,2026-02,2026-01-29
TOI-5486 b,TOI-5486,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,2.02470073205,,3.96824928,0.35402410,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,3750.17,0.553216,,,,4.614200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h42m11.88s,190.5495041,+03d47m18.96s,3.7886012,89.68110000,14.2970000,10.0900000,13.3657000,2026-04-23,2026-03,2026-04-23
TOI-5502 b,TOI-5502,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,11.62592988285,,4.12873780,0.36834195,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,6088.71,1.323750,,,,4.185400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h00m48.97s,135.2040560,+27d59m54.00s,27.9983339,248.65400000,10.8810000,9.5760000,10.7040000,2026-04-23,2026-03,2026-04-23
TOI-5515 b,TOI-5515,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,8.59225810839,,2.65362762,0.23674121,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5483.65,0.835682,,,,4.483700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h18m27.93s,139.6163639,+16d59m23.84s,16.9899558,135.45900000,11.1470000,9.4110000,11.0029000,2026-04-23,2026-03,2026-04-23
TOI-5532 b,TOI-5532,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.65396594310,,2.52763693,0.22550105,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4208.45,0.662052,,,,4.596500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h45m31.30s,41.3804035,+05d09m02.64s,5.1507331,90.99850000,13.0720000,9.5270000,12.4350000,2026-04-23,2026-03,2026-04-23
TOI-5595 b,TOI-5595,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.99002553853,,4.73740402,0.42264361,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4417.30,0.743344,,,,4.632600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h21m50.44s,110.4601649,+35d13m19.14s,35.2219829,136.95500000,13.3160000,10.2790000,12.9724000,2026-04-23,2026-03,2026-04-23
TOI-5599 b,TOI-5599,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.43691503941,,7.18882120,0.64134477,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,6137.02,1.913340,,,,4.051600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h17m18.30s,199.3262375,+55d40m53.54s,55.6815392,547.94800000,11.7790000,10.4370000,11.6476000,2026-04-23,2026-03,2026-04-23
TOI-5605 b,TOI-5605,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.91340454843,,2.52611303,0.22536510,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4583.79,0.736044,,,,4.637200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h02m09.12s,150.5380078,+50d08m43.39s,50.1453867,95.07350000,12.0730000,9.3950010,11.7685000,2026-04-23,2026-03,2026-04-23
TOI-5614 b,TOI-5614,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.17221328949,,3.21759316,0.28705493,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4553.00,0.734919,,,,4.645800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h37m43.76s,189.4323154,+69d27m30.34s,69.4584273,223.01600000,14.0930000,11.2200000,13.7566000,2026-04-23,2026-03,2026-04-23
TOI-5624 b,TOI-5624,1,1,5,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415035B/abstract target=ref>Bonfanti et al. 2026</a>,3.39034730000,0.0420100000,2.31400000,0.20644161,9.40000000,0.02957571,Mass,0.000000,,1136.00,0,<a refstr=BONFANTI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415035B/abstract target=ref>Bonfanti et al. 2026</a>,,5327.00,0.820000,0.858000,-0.0230,[Fe/H],4.490000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h03m22.64s,180.8443476,+49d15m04.41s,49.2512257,101.91300000,10.8100000,8.8690000,10.5425000,2026-05-07,2026-04,2026-05-07
TOI-5624 b,TOI-5624,0,1,5,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.39035984718,,2.18231452,0.19469340,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5415.89,0.827372,,,,4.586700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h03m22.64s,180.8443476,+49d15m04.41s,49.2512257,101.91300000,10.8100000,8.8690000,10.5425000,2026-04-23,2026-03,2026-04-23
TOI-5624 c,TOI-5624,1,1,5,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415035B/abstract target=ref>Bonfanti et al. 2026</a>,7.88538500000,0.0737400000,2.47400000,0.22071588,4.80000000,0.01510249,Mass,0.000000,,857.00,0,<a refstr=BONFANTI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415035B/abstract target=ref>Bonfanti et al. 2026</a>,,5327.00,0.820000,0.858000,-0.0230,[Fe/H],4.490000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h03m22.64s,180.8443476,+49d15m04.41s,49.2512257,101.91300000,10.8100000,8.8690000,10.5425000,2026-05-07,2026-04,2026-05-07
TOI-5624 d,TOI-5624,1,1,5,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415035B/abstract target=ref>Bonfanti et al. 2026</a>,13.73146800000,0.1067000000,3.58400000,0.31974361,4.90000000,0.01541712,Mass,0.000000,,712.60,0,<a refstr=BONFANTI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415035B/abstract target=ref>Bonfanti et al. 2026</a>,,5327.00,0.820000,0.858000,-0.0230,[Fe/H],4.490000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h03m22.64s,180.8443476,+49d15m04.41s,49.2512257,101.91300000,10.8100000,8.8690000,10.5425000,2026-05-07,2026-04,2026-05-07
TOI-5624 e,TOI-5624,1,1,5,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415035B/abstract target=ref>Bonfanti et al. 2026</a>,21.48993600000,0.1439000000,3.24700000,0.28967844,8.90000000,0.02800253,Mass,0.000000,,613.80,1,<a refstr=BONFANTI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415035B/abstract target=ref>Bonfanti et al. 2026</a>,,5327.00,0.820000,0.858000,-0.0230,[Fe/H],4.490000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h03m22.64s,180.8443476,+49d15m04.41s,49.2512257,101.91300000,10.8100000,8.8690000,10.5425000,2026-05-07,2026-04,2026-05-07
TOI-5624 f,TOI-5624,1,1,5,Transit Timing Variations,2026,Multiple Observatories,Published Confirmed,0,<a refstr=BONFANTI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415035B/abstract target=ref>Bonfanti et al. 2026</a>,45.37000000000,0.2366000000,,,13.00000000,0.04090257,Msini,0.000000,,478.50,0,<a refstr=BONFANTI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415035B/abstract target=ref>Bonfanti et al. 2026</a>,,5327.00,0.820000,0.858000,-0.0230,[Fe/H],4.490000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h03m22.64s,180.8443476,+49d15m04.41s,49.2512257,101.91300000,10.8100000,8.8690000,10.5425000,2026-05-07,2026-04,2026-05-07
TOI-5630 b,TOI-5630,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.22118452536,,2.37117553,0.21154248,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5385.64,0.933361,,,,4.437300,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h45m48.92s,236.4538532,+40d22m29.50s,40.3748618,134.04700000,10.8960000,9.2260000,10.8304000,2026-04-23,2026-03,2026-04-23
TOI-5734 b,TOI-5734,0,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MORELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..176M/abstract target=ref>Morello et al. 2026</a>,6.18421610000,0.0607000000,2.76000000,0.24623113,,,,,,788.00,0,<a refstr=MORELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..176M/abstract target=ref>Morello et al. 2026</a>,,4790.00,0.708000,0.736000,-0.0900,[Fe/H],4.590000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h25m01.40s,111.2558179,+37d13m52.04s,37.2311218,32.51020000,9.6130000,6.9870000,9.1904400,2026-02-26,2026-01,2026-02-26
TOI-5734 b,TOI-5734,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FILOMENO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...708A..90F/abstract target=ref>Filomeno et al. 2026</a>,6.18418760000,0.0592100000,2.10000000,0.18734977,9.10000000,0.02863180,Mass,,,688.00,0,<a refstr=FILOMENO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...708A..90F/abstract target=ref>Filomeno et al. 2026</a>,K3-K4 V,4750.00,0.639000,0.724000,-0.1300,[Fe/H],4.660000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h25m01.40s,111.2558179,+37d13m52.04s,37.2311218,32.51020000,9.6130000,6.9870000,9.1904400,2026-03-05,2026-03,2026-03-05
TOI-5777 b,TOI-5777,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,6.91716177373,,3.09551273,0.27616362,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4408.03,0.671912,,,,4.671500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h24m00.54s,141.0022390,+82d51m31.31s,82.8586961,114.27700000,13.0120000,10.0420000,12.6537000,2026-04-23,2026-03,2026-04-23
TOI-5788 b,TOI-5788,1,1,2,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAKELAND_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag158L/abstract target=ref>Lakeland et al. 2026</a>,6.34075800000,0.0640000000,1.52800000,0.13631926,3.72000000,0.01170443,Mass,0.061000,175.1000,910.00,0,<a refstr=LAKELAND_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag158L/abstract target=ref>Lakeland et al. 2026</a>,,5615.00,0.870000,0.870000,-0.3200,[Fe/H],4.420000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m41.98s,287.4249017,+31d45m41.50s,31.7615284,97.61400000,10.1530000,8.5770000,10.0551000,2026-02-05,2026-03,2026-02-05
TOI-5788 c,TOI-5788,1,1,2,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAKELAND_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag158L/abstract target=ref>Lakeland et al. 2026</a>,16.21336200000,0.1197000000,2.27200000,0.20269461,6.40000000,0.02013665,Mass,0.046000,49.8000,667.00,0,<a refstr=LAKELAND_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.546ag158L/abstract target=ref>Lakeland et al. 2026</a>,,5615.00,0.870000,0.870000,-0.3200,[Fe/H],4.420000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m41.98s,287.4249017,+31d45m41.50s,31.7615284,97.61400000,10.1530000,8.5770000,10.0551000,2026-02-05,2026-03,2026-02-05
TOI-5916 b,TOI-5916,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>,2.36712800000,0.0262000000,11.35469745,1.01300000,226.61165419,0.71300000,Mass,0.090000,51.7000,683.00,0,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>,M2&plusmn;0.5,3613.00,0.480000,0.477000,0.0900,[Fe/H],4.755000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h41m11.88s,325.2995114,+09d35m56.59s,9.5990534,199.72400000,16.6020000,12.2350000,15.6925000,2026-04-30,2026-04,2026-03-26
TOI-5926 b,TOI-5926,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,3.81122794237,,7.56807148,0.67517928,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5388.92,0.890046,,,,4.486900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h32m18.83s,308.0784435,+15d30m11.09s,15.5030795,275.10300000,12.5930000,10.8030000,12.5095000,2026-04-23,2026-03,2026-04-23
TOI-5938 b,TOI-5938,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MORELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..176M/abstract target=ref>Morello et al. 2026</a>,2.26042400000,0.0308000000,3.82000000,0.34079816,,,,,,1077.00,0,<a refstr=MORELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..176M/abstract target=ref>Morello et al. 2026</a>,,4650.00,0.712000,0.744000,0.0700,[Fe/H],4.590000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h15m38.12s,303.9088422,+28d39m33.21s,28.6592261,114.03500000,12.3100000,9.6180000,12.0577000,2026-02-26,2026-01,2026-02-26
TOI-6080 b,TOI-6080,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,8.05562348084,,3.32424168,0.29656949,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5775.46,1.062210,,,,4.461700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h46m25.06s,266.6044226,+38d04m43.35s,38.0787076,188.18300000,11.1780000,9.6040000,11.0489000,2026-04-23,2026-03,2026-04-23
TOI-6281 b,TOI-6281,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,1.05426244177,,1.92416074,0.17166242,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4533.23,0.874219,,,,4.642800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m30.85s,172.3785238,-40d36m33.93s,-40.6094246,57.74510000,10.8850000,8.2540000,10.6517000,2026-04-23,2026-03,2026-04-23
TOI-6393 b,TOI-6393,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,9.53176110329,,2.75958542,0.24619414,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5008.20,0.766023,,,,4.587600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h24m58.49s,141.2436918,+68d47m17.93s,68.7883127,186.22900000,12.5130000,10.4130000,12.3521000,2026-04-23,2026-03,2026-04-23
